experiment	sequence_project_id	sample_name	primerset_5	primerset_3	symbol	orf_id	pool_id	well	interactor_symbol	interactor_id	media	repeat_id	y2h_score	well_read_cnt	mapped_read_cnt
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	4	G03	POLR2G	71987	3AT	2	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	4	H03	empty_AD	0	3AT	2	0	NULL	24502
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	5	A04	PIAS2	6490	3AT	2	3	NULL	18286
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	5	B04	KRT33B	6802	3AT	2	2	NULL	9243
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	5	C04	POLR2G	71987	3AT	2	0	NULL	14772
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	DES	12573	5	D04	empty_AD	0	3AT	2	0	NULL	18258
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	1	E04	HBA1	2794	3AT	2	0	NULL	7
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	1	F04	empty_AD	0	3AT	2	0	NULL	3
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	2	G04	HBA1	2794	3AT	2	0	NULL	3
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	2	H04	empty_AD	0	3AT	2	0	NULL	0
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	3	A05	HBA1	2794	3AT	2	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	3	B05	empty_AD	0	3AT	2	0	NULL	2
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	4	C05	HBA1	2794	3AT	2	0	NULL	1
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	J_DB	F_AD	HBB	5808	4	D05	empty_AD	0	3AT	2	0	NULL	2
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	1	A01	PIAS2	6490	LW	2	4	NULL	3855
HsVcPillar2a2	XPKLWH	XPKLWH_sample_03	K_DB	E_AD	CBS	359	1	B01	empty_AD	0	LW	2	4	NULL	6350
