orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id	hgnc_symbol	hgnc_id	uniprot_ac
12228	ENSG00000165138	18	ENSP00000364159	ANKS6	HGNC:26724	Q68DC2
12230	ENSG00000146112	12	ENSP00000274853	PPP1R18	HGNC:29413	Q6NYC8
12260	ENSG00000106089	12	ENSP00000222812	STX1A	HGNC:11433	Q16623
12265	ENSG00000102003	12	ENSP00000263233	SYP	HGNC:11506	P08247
12279	ENSG00000172346	15	ENSP00000302485	CSDC2	HGNC:30359	Q9Y534
12295	ENSG00000105518	14	ENSP00000346954	TMEM205	HGNC:29631	Q6UW68
12303	ENSG00000120370	14	ENSP00000356736	GORAB	HGNC:25676	Q5T7V8
12333	ENSG00000197381	18	ENSP00000015877	ADARB1	HGNC:226	P78563
12339	ENSG00000110367	14	ENSP00000442266	DDX6	HGNC:2747	P26196
12343	ENSG00000134371	14	ENSP00000356405	CDC73	HGNC:16783	Q6P1J9
12385	ENSG00000160783	19	ENSP00000357260	PMF1	HGNC:9112	Q6P1K2
12387	ENSG00000166886	13	ENSP00000300131	NAB2	HGNC:7627	Q15742
12435	ENSG00000136754	18	ENSP00000365309	ABI1	HGNC:11320	Q8IZP0
12437	ENSG00000043143	22	ENSP00000354425	JADE2	HGNC:22984	Q9NQC1
12438	ENSG00000056558	11	ENSP00000362994	TRAF1	HGNC:12031	Q13077
12452	ENSG00000104756	16	ENSP00000221200	KCTD9	HGNC:22401	Q7L273
12527	ENSG00000171135	15	ENSP00000496942	JAGN1	HGNC:26926	Q8N5M9
12535	ENSG00000213689	14	ENSP00000486676	TREX1	HGNC:12269	Q9NSU2
12541	ENSG00000223501	9	ENSP00000409952	VPS52	HGNC:10518	Q8N1B4
12545	ENSG00000068438	15	ENSP00000326948	FTSJ1	HGNC:13254	Q9UET6
12549	ENSG00000196976	8	ENSP00000349923	LAGE3	HGNC:26058	Q14657
12554	ENSG00000173372	18	ENSP00000363773	C1QA	HGNC:1241	P02745
12568	ENSG00000171953	16	ENSP00000417190	ATPAF2	HGNC:18802	Q8N5M1
12573	ENSG00000175084	13	ENSP00000363071	DES	HGNC:2770	P17661
12585	ENSG00000130598	17	ENSP00000371336	TNNI2	HGNC:11946	P48788
12587	ENSG00000196715	7	ENSP00000353998	VKORC1L1	HGNC:21492	Q8N0U8
12590	ENSG00000221838	10	ENSP00000352603	AP4M1	HGNC:574	O00189
12626	ENSG00000170037	14	ENSP00000456335	CNTROB	HGNC:29616	Q8N137
12632	ENSG00000080189	15	ENSP00000361304	SLC35C2	HGNC:17117	Q9NQQ7
12638	ENSG00000019582	17	ENSP00000230685	CD74	HGNC:1697	P04233
12653	ENSG00000145982	13	ENSP00000274680	FARS2	HGNC:21062	O95363
12657	ENSG00000160226	16	ENSP00000381047	CFAP410	HGNC:1260	O43822
12685	ENSG00000164080	14	ENSP00000410283	RAD54L2	HGNC:29123	Q9Y4B4
12686	ENSG00000100320	24	ENSP00000391670	RBFOX2	HGNC:9906	O43251
12696	ENSG00000168517	11	ENSP00000466200	HEXIM2	HGNC:28591	Q96MH2
12705	ENSG00000137868	19	ENSP00000378537	STRA6	HGNC:30650	Q9BX79
12739	ENSG00000065135	12	ENSP00000358867	GNAI3	HGNC:4387	P08754
12746	ENSG00000149922	12	ENSP00000378650	TBX6	HGNC:11605	O95947
12765	ENSG00000233608	4	ENSP00000482581	TWIST2	HGNC:20670	Q8WVJ9
12792	ENSG00000160410	15	ENSP00000291842	SHKBP1	HGNC:19214	Q8TBC3
12801	ENSG00000005075	16	ENSP00000292614	POLR2J	HGNC:9197	P52435
12806	ENSG00000151239	14	ENSP00000448750	TWF1	HGNC:9620	Q12792
12825	ENSG00000171217	5	ENSP00000356133	CLDN20	HGNC:2042	P56880
12834	ENSG00000162599	18	ENSP00000360229	NFIA	HGNC:7784	Q12857
12861	ENSG00000183888	4	ENSP00000332162	SRARP	HGNC:28339	Q8NEQ6
12865	ENSG00000145675	16	ENSP00000338554	PIK3R1	HGNC:8979	P27986
12868	ENSG00000182247	11	ENSP00000379931	UBE2E2	HGNC:12478	Q96LR5
12877	ENSG00000137955	16	ENSP00000317473	RABGGTB	HGNC:9796	P53611
12904	ENSG00000116120	11	ENSP00000281828	FARSB	HGNC:17800	Q9NSD9
12918	ENSG00000164414	19	ENSP00000358565	SLC35A1	HGNC:11021	P78382
12919	ENSG00000149798	5	ENSP00000279249	CDC42EP2	HGNC:16263	O14613
12920	ENSG00000124145	6	ENSP00000361818	SDC4	HGNC:10661	P31431
12927	ENSG00000132122	12	ENSP00000360909	SPATA6	HGNC:18309	Q9NWH7
12936	ENSG00000021488	13	ENSP00000023064	SLC7A9	HGNC:11067	P82251
13022	ENSG00000183918	18	ENSP00000360181	SH2D1A	HGNC:10820	O60880
13067	ENSG00000117475	14	ENSP00000356782	BLZF1	HGNC:1065	Q9H2G9
13108	ENSG00000110079	19	ENSP00000338648	MS4A4A	HGNC:13371	Q96JQ5
13113	ENSG00000124370	11	ENSP00000244217	MCEE	HGNC:16732	Q96PE7
13114	ENSG00000103569	10	ENSP00000219919	AQP9	HGNC:643	O43315
13125	ENSG00000129460	17	ENSP00000386134	NGDN	HGNC:20271	Q8NEJ9
13142	ENSG00000006659	13	ENSP00000375905	LGALS14	HGNC:30054	Q8TCE9
13149	ENSG00000169551	13	ENSP00000276241	CT55	HGNC:26047	Q8WUE5
13167	ENSG00000168301	13	ENSP00000384948	KCTD6	HGNC:22235	Q8NC69
13182	ENSG00000147601	15	ENSP00000276602	TERF1	HGNC:11728	P54274
13199	ENSG00000158296	14	ENSP00000279027	SLC13A3	HGNC:14430	Q8WWT9
13206	ENSG00000136305	12	ENSP00000451089	CIDEB	HGNC:1977	Q9UHD4
13211	ENSG00000136770	11	ENSP00000366179	DNAJC1	HGNC:20090	Q96KC8
13215	ENSG00000169519	21	ENSP00000385507	METTL15	HGNC:26606	A6NJ78
13219	ENSG00000164294	14	ENSP00000423822	GPX8	HGNC:33100	Q8TED1
13227	ENSG00000277586	4	ENSP00000482169	NEFL	HGNC:7739	P07196
13235	ENSG00000029534	22	ENSP00000319123	ANK1	HGNC:492	P16157
13286	ENSG00000173467	9	ENSP00000308606	AGR3	HGNC:24167	Q8TD06
13295	ENSG00000137561	5	ENSP00000260116	TTPA	HGNC:12404	P49638
13318	ENSG00000125888	15	ENSP00000246090	BANF2	HGNC:16172	Q9H503
13320	ENSG00000134086	9	ENSP00000344757	VHL	HGNC:12687	P40337
13326	ENSG00000146007	11	ENSP00000274712	ZMAT2	HGNC:26433	Q96NC0
13341	ENSG00000197061	5	ENSP00000367034	H4C3	HGNC:4787	P62805
13363	ENSG00000089916	18	ENSP00000450657	GPATCH2L	HGNC:20210	Q9NWQ4
13378	ENSG00000134333	14	ENSP00000395337	LDHA	HGNC:6535	P00338
13423	ENSG00000136158	12	ENSP00000366306	SPRY2	HGNC:11270	O43597
13479	ENSG00000010361	14	ENSP00000435177	FUZ	HGNC:26219	Q9BT04
13502	ENSG00000167653	5	ENSP00000301258	PSCA	HGNC:9500	O43653
13540	ENSG00000244045	13	ENSP00000292114	TMEM199	HGNC:18085	Q8N511
13542	ENSG00000177238	14	ENSP00000312675	TRIM72	HGNC:32671	Q6ZMU5
13548	ENSG00000131080	15	ENSP00000363851	EDA2R	HGNC:17756	Q9HAV5
13554	ENSG00000168237	18	ENSP00000389175	GLYCTK	HGNC:24247	Q8IVS8
13559	ENSG00000143603	19	ENSP00000354764	KCNN3	HGNC:6292	Q9UGI6
13561	ENSG00000179455	10	ENSP00000313881	MKRN3	HGNC:7114	Q13064
13563	ENSG00000213995	12	ENSP00000504986	NAXD	HGNC:25576	Q8IW45
13571	ENSG00000196584	4	ENSP00000352271	XRCC2	HGNC:12829	O43543
13579	ENSG00000104835	15	ENSP00000221431	SARS2	HGNC:17697	Q9NP81
13592	ENSG00000170477	13	ENSP00000448220	KRT4	HGNC:6441	P19013
13597	ENSG00000167131	17	ENSP00000391692	CCDC103	HGNC:32700	Q8IW40
13600	ENSG00000131737	7	ENSP00000377570	KRT34	HGNC:6452	O76011
13612	ENSG00000197172	11	ENSP00000329199	MAGEA6	HGNC:6804	P43360
13628	ENSG00000134545	14	ENSP00000352064	KLRC1	HGNC:6374	P26715
13657	ENSG00000121068	14	ENSP00000240328	TBX2	HGNC:11597	Q13207
13662	ENSG00000197191	7	ENSP00000498316	CYSRT1	HGNC:30529	A8MQ03
13689	ENSG00000035862	12	ENSP00000262768	TIMP2	HGNC:11821	P16035
13721	ENSG00000147596	4	ENSP00000276594	PRDM14	HGNC:14001	Q9GZV8
13767	ENSG00000144381	18	ENSP00000373620	HSPD1	HGNC:5261	P10809
13768	ENSG00000024048	11	ENSP00000361994	UBR2	HGNC:21289	Q8IWV8
13790	ENSG00000174697	5	ENSP00000312652	LEP	HGNC:6553	P41159
13791	ENSG00000254997	4	ENSP00000431443	KRTAP5-9	HGNC:23604	P26371
13795	ENSG00000005102	14	ENSP00000321684	MEOX1	HGNC:7013	P50221
13796	ENSG00000223609	11	ENSP00000497529	HBD	HGNC:4829	P02042
13813	ENSG00000160202	7	ENSP00000291554	CRYAA	HGNC:2388	P02489
13830	ENSG00000233816	4	ENSP00000394494	IFNA13	HGNC:5419	P01562
13831	ENSG00000182533	7	ENSP00000341940	CAV3	HGNC:1529	P56539
13835	ENSG00000070193	5	ENSP00000264664	FGF10	HGNC:3666	O15520
13850	ENSG00000135222	7	ENSP00000341030	CSN2	HGNC:2447	P05814
13874	ENSG00000165471	7	ENSP00000502789	MBL2	HGNC:6922	P11226
13876	ENSG00000172680	1	ENSP00000310722	MOS	HGNC:7199	P00540
13916	ENSG00000120457	12	ENSP00000433295	KCNJ5	HGNC:6266	P48544
13919	ENSG00000143614	11	ENSP00000357644	GATAD2B	HGNC:30778	Q8WXI9
13939	ENSG00000170442	12	ENSP00000444533	KRT86	HGNC:6463	O43790
13943	ENSG00000124827	7	ENSP00000368805	GCM2	HGNC:4198	O75603
13953	ENSG00000171954	13	ENSP00000269703	CYP4F22	HGNC:26820	Q6NT55
13954	ENSG00000151079	8	ENSP00000280684	KCNA6	HGNC:6225	P17658
13969	ENSG00000160185	15	ENSP00000291535	UBASH3A	HGNC:12462	P57075
13989	ENSG00000128710	6	ENSP00000249501	HOXD10	HGNC:5133	P28358
14011	ENSG00000164822	5	ENSP00000297436	DEFA6	HGNC:2765	Q01524
14012	ENSG00000163606	11	ENSP00000311035	CD200R1	HGNC:24235	Q8TD46
14015	ENSG00000162409	12	ENSP00000360290	PRKAA2	HGNC:9377	P54646
14019	ENSG00000178538	10	ENSP00000314407	CA8	HGNC:1382	P35219
14031	ENSG00000100652	5	ENSP00000216540	SLC10A1	HGNC:10905	Q14973
14057	ENSG00000212899	3	ENSP00000375428	KRTAP3-3	HGNC:18890	Q9BYR6
14087	ENSG00000162624	16	ENSP00000294638	LHX8	HGNC:28838	Q68G74
14117	ENSG00000079805	19	ENSP00000347890	DNM2	HGNC:2974	P50570
14122	ENSG00000185920	18	ENSP00000449745	PTCH1	HGNC:9585	Q13635
14153	ENSG00000165699	15	ENSP00000386093	TSC1	HGNC:12362	Q92574
14202	ENSG00000118503	17	ENSP00000237289	TNFAIP3	HGNC:11896	P21580
14215	ENSG00000167768	4	ENSP00000252244	KRT1	HGNC:6412	P04264
14217	ENSG00000135903	20	ENSP00000258387	PAX3	HGNC:8617	P23760
14221	ENSG00000134504	14	ENSP00000464170	KCTD1	HGNC:18249	Q719H9
14232	ENSG00000157168	20	ENSP00000433289	NRG1	HGNC:7997	Q02297
14249	ENSG00000167889	13	ENSP00000301618	MGAT5B	HGNC:24140	Q3V5L5
14251	ENSG00000196843	17	ENSP00000400785	ARID5A	HGNC:17361	Q03989
14269	ENSG00000196391	11	ENSP00000346348	ZNF774	HGNC:33108	Q6NX45
14273	ENSG00000164056	11	ENSP00000498292	SPRY1	HGNC:11269	O43609
14309	ENSG00000126524	12	ENSP00000246868	SBDS	HGNC:19440	Q9Y3A5
14311	ENSG00000038945	15	ENSP00000262101	MSR1	HGNC:7376	P21757
14318	ENSG00000068615	20	ENSP00000165698	REEP1	HGNC:25786	Q9H902
14319	ENSG00000198625	14	ENSP00000356150	MDM4	HGNC:6974	O15151
14338	ENSG00000137210	14	ENSP00000368858	TMEM14B	HGNC:21384	Q9NUH8
14364	ENSG00000260287	4	ENSP00000456861	TBC1D3G	HGNC:29860	Q6DHY5
14377	ENSG00000163098	6	ENSP00000412957	BIRC8	HGNC:14878	Q95M72
14387	ENSG00000188312	14	ENSP00000364737	CENPP	HGNC:32933	Q6IPU0
14396	ENSG00000122643	23	ENSP00000476480	NT5C3A	HGNC:17820	Q9H0P0
14398	ENSG00000178104	21	ENSP00000316434	PDE4DIP	HGNC:15580	Q5VU43
14404	ENSG00000185594	7	ENSP00000328149	SPATA8	HGNC:28676	Q6RVD6
14408	ENSG00000152076	19	ENSP00000386294	CCDC74B	HGNC:25267	Q96LY2
14410	ENSG00000138867	17	ENSP00000405985	GUCD1	HGNC:14237	Q96NT3
14421	ENSG00000135249	8	ENSP00000257700	RINT1	HGNC:21876	Q6NUQ1
14440	ENSG00000176531	11	ENSP00000471158	PHLDB3	HGNC:30499	Q6NSJ2
14441	ENSG00000125447	18	ENSP00000446421	GGA3	HGNC:17079	Q9NZ52
14444	ENSG00000106617	15	ENSP00000376549	PRKAG2	HGNC:9386	Q9UGJ0
14458	ENSG00000161594	7	ENSP00000293303	KLHL10	HGNC:18829	Q6JEL2
14468	ENSG00000196511	15	ENSP00000353165	TPK1	HGNC:17358	Q9H3S4
14495	ENSG00000155313	16	ENSP00000285679	USP25	HGNC:12624	Q9UHP3
14497	ENSG00000089876	12	ENSP00000284690	DHX32	HGNC:16717	Q7L7V1
14498	ENSG00000168140	5	ENSP00000306864	VASN	HGNC:18517	Q6EMK4
14534	ENSG00000147894	17	ENSP00000369339	C9orf72	HGNC:28337	Q96LT7
14577	ENSG00000168685	15	ENSP00000306157	IL7R	HGNC:6024	P16871
14596	ENSG00000156097	13	ENSP00000432456	GPR61	HGNC:13300	Q9BZJ8
14613	ENSG00000012048	24	ENSP00000417148	BRCA1	HGNC:1100	P38398
14642	ENSG00000105576	16	ENSP00000349321	TNPO2	HGNC:19998	O14787
14650	ENSG00000150776	18	ENSP00000432188	NKAPD1	HGNC:25569	Q6ZUT1
14656	ENSG00000185963	14	ENSP00000349351	BICD2	HGNC:17208	Q8TD16
14673	ENSG00000091140	15	ENSP00000205402	DLD	HGNC:2898	P09622
14679	ENSG00000123080	12	ENSP00000360826	CDKN2C	HGNC:1789	P42773
14681	ENSG00000147416	11	ENSP00000276390	ATP6V1B2	HGNC:854	P21281
14691	ENSG00000131023	13	ENSP00000444678	LATS1	HGNC:6514	O95835
14795	ENSG00000182885	17	ENSP00000332900	ADGRG3	HGNC:13728	Q86Y34
14830	ENSG00000123349	15	ENSP00000334188	PFDN5	HGNC:8869	Q99471
14862	ENSG00000167110	19	ENSP00000416097	GOLGA2	HGNC:4425	Q08379
14864	ENSG00000146457	16	ENSP00000479438	WTAP	HGNC:16846	Q15007
14872	ENSG00000087111	22	ENSP00000309430	PIGS	HGNC:14937	Q96S52
14879	ENSG00000184402	15	ENSP00000359885	SS18L1	HGNC:15592	O75177
14887	ENSG00000147421	18	ENSP00000287701	HMBOX1	HGNC:26137	Q6NT76
14891	ENSG00000074266	23	ENSP00000338186	EED	HGNC:3188	O75530
14908	ENSG00000196553	15	ENSP00000490936	CCDC196	HGNC:20100	A0A1B0GTZ2
14910	ENSG00000113924	12	ENSP00000283871	HGD	HGNC:4892	Q93099
14935	ENSG00000244395	6	ENSP00000399181	RBMY1D	HGNC:23915	P0C7P1
14957	ENSG00000165828	15	ENSP00000416126	PRAP1	HGNC:23304	Q96NZ9
14959	ENSG00000198223	18	ENSP00000370940	CSF2RA	HGNC:2435	P15509
14966	ENSG00000170421	13	ENSP00000509398	KRT8	HGNC:6446	P05787
14968	ENSG00000106012	18	ENSP00000385597	IQCE	HGNC:29171	Q6IPM2
14973	ENSG00000186081	12	ENSP00000252242	KRT5	HGNC:6442	P13647
14983	ENSG00000197256	11	ENSP00000465650	KANK2	HGNC:29300	Q63ZY3
14996	ENSG00000204304	12	ENSP00000364190	PBX2	HGNC:8633	P40425
15010	ENSG00000187595	18	ENSP00000497108	ZNF385C	HGNC:33722	Q66K41
15065	ENSG00000153094	24	ENSP00000376943	BCL2L11	HGNC:994	O43521
15066	ENSG00000147231	14	ENSP00000361628	RADX	HGNC:25486	Q6NSI4
52589	ENSG00000244362	3	ENSP00000334696	KRTAP19-7	HGNC:18942	Q3SYF9
52604	ENSG00000188038	8	ENSP00000342411	NRN1L	HGNC:29811	Q496H8
52607	ENSG00000187556	8	ENSP00000341992	NANOS3	HGNC:22048	P60323
52634	ENSG00000166569	8	ENSP00000299721	CPLX4	HGNC:24330	Q7Z7G2
52638	ENSG00000143158	11	ENSP00000271373	MPC2	HGNC:24515	O95563
52659	ENSG00000177551	5	ENSP00000322087	NHLH2	HGNC:7818	Q02577
52678	ENSG00000120327	7	ENSP00000239449	PCDHB14	HGNC:8685	Q9Y5E9
52694	ENSG00000168263	9	ENSP00000371514	KCNV2	HGNC:19698	Q8TDN2
52699	ENSG00000164010	15	ENSP00000361595	ERMAP	HGNC:15743	Q96PL5
52744	ENSG00000143858	12	ENSP00000356237	SYT2	HGNC:11510	Q8N9I0
52758	ENSG00000180884	10	ENSP00000474130	ZNF792	HGNC:24751	Q3KQV3
52781	ENSG00000152359	15	ENSP00000399481	POC5	HGNC:26658	Q8NA72
52785	ENSG00000182040	9	ENSP00000480279	USH1G	HGNC:16356	Q495M9
52802	ENSG00000169379	17	ENSP00000377769	ARL13B	HGNC:25419	Q3SXY8
52806	ENSG00000177689	10	ENSP00000368304	MAGEB10	HGNC:25377	Q96LZ2
52828	ENSG00000197566	10	ENSP00000310472	ZNF624	HGNC:29254	Q9P2J8
52849	ENSG00000163126	15	ENSP00000321679	ANKRD23	HGNC:24470	Q86SG2
52859	ENSG00000128596	17	ENSP00000417931	CCDC136	HGNC:22225	Q96JN2
52866	ENSG00000170956	17	ENSP00000349971	CEACAM3	HGNC:1815	P40198
52879	ENSG00000100603	14	ENSP00000261531	SNW1	HGNC:16696	Q13573
52891	ENSG00000164107	9	ENSP00000352565	HAND2	HGNC:4808	P61296
52903	ENSG00000284194	3	ENSP00000379046	SCO2	HGNC:10604	O43819
52912	ENSG00000129159	9	ENSP00000368785	KCNC1	HGNC:6233	P48547
52920	ENSG00000189067	14	ENSP00000483114	LITAF	HGNC:16841	Q99732
52936	ENSG00000165646	14	ENSP00000496339	SLC18A2	HGNC:10935	Q05940
52938	ENSG00000129167	10	ENSP00000508368	TPH1	HGNC:12008	P17752
52942	ENSG00000170296	10	ENSP00000306866	GABARAP	HGNC:4067	O95166
52949	ENSG00000186638	17	ENSP00000368472	KIF24	HGNC:19916	Q5T7B8
52950	ENSG00000115808	12	ENSP00000263918	STRN	HGNC:11424	O43815
52956	ENSG00000198931	11	ENSP00000367615	APRT	HGNC:626	P07741
52971	ENSG00000065491	8	ENSP00000362590	TBC1D22B	HGNC:21602	Q9NU19
52988	ENSG00000019186	10	ENSP00000379285	CYP24A1	HGNC:2602	Q07973
52993	ENSG00000113790	11	ENSP00000231887	EHHADH	HGNC:3247	Q08426
53010	ENSG00000105866	15	ENSP00000222584	SP4	HGNC:11209	Q02446
53025	ENSG00000198081	11	ENSP00000499212	ZBTB14	HGNC:12860	O43829
53030	ENSG00000170264	13	ENSP00000385893	FAM161A	HGNC:25808	Q3B820
53031	ENSG00000142619	4	ENSP00000364609	PADI3	HGNC:18337	Q9ULW8
53044	ENSG00000198920	11	ENSP00000355250	KIAA0753	HGNC:29110	Q2KHM9
53053	ENSG00000204536	15	ENSP00000365442	CCHCR1	HGNC:13930	Q8TD31
53065	ENSG00000136634	7	ENSP00000412237	IL10	HGNC:5962	P22301
53089	ENSG00000240505	9	ENSP00000462952	TNFRSF13B	HGNC:18153	O14836
53212	ENSG00000065371	18	ENSP00000385919	ROPN1	HGNC:17692	Q9HAT0
53219	ENSG00000155890	4	ENSP00000286349	TRIM42	HGNC:19014	Q8IWZ5
53235	ENSG00000124562	10	ENSP00000244520	SNRPC	HGNC:11157	P09234
53238	ENSG00000142961	16	ENSP00000315113	MOB3C	HGNC:29800	Q70IA8
53281	ENSG00000068976	14	ENSP00000164139	PYGM	HGNC:9726	P11217
53412	ENSG00000140961	14	ENSP00000376983	OSGIN1	HGNC:30093	Q9UJX0
53456	ENSG00000160602	14	ENSP00000268766	NEK8	HGNC:13387	Q86SG6
53479	ENSG00000091010	6	ENSP00000495718	POU4F3	HGNC:9220	Q15319
53508	ENSG00000170509	12	ENSP00000333300	HSD17B13	HGNC:18685	Q7Z5P4
53524	ENSG00000182318	6	ENSP00000332433	ZSCAN22	HGNC:4929	P10073
53536	ENSG00000215790	9	ENSP00000246421	SLC35E2A	HGNC:20863	P0CK97
53595	ENSG00000134516	20	ENSP00000429283	DOCK2	HGNC:2988	Q92608
53604	ENSG00000099860	9	ENSP00000215631	GADD45B	HGNC:4096	O75293
53625	ENSG00000183304	10	ENSP00000370391	FAM9A	HGNC:18403	Q8IZU1
53626	ENSG00000187170	6	ENSP00000357766	LCE4A	HGNC:16613	Q5TA78
53651	ENSG00000177565	19	ENSP00000413251	TBL1XR1	HGNC:29529	Q9BZK7
53657	ENSG00000049768	18	ENSP00000365380	FOXP3	HGNC:6106	Q9BZS1
53702	ENSG00000182107	7	ENSP00000450842	TMEM30B	HGNC:27254	Q3MIR4
53737	ENSG00000170819	5	ENSP00000304987	BFSP2	HGNC:1041	Q13515
53738	ENSG00000188011	5	ENSP00000345374	RTP5	HGNC:26585	Q14D33
53744	ENSG00000198390	5	ENSP00000347635	KRTAP13-1	HGNC:18924	Q8IUC0
53777	ENSG00000158815	11	ENSP00000352414	FGF17	HGNC:3673	O60258
53785	ENSG00000185900	11	ENSP00000331258	POMK	HGNC:26267	Q9H5K3
53798	ENSG00000169599	13	ENSP00000387219	NFU1	HGNC:16287	Q9UMS0
53802	ENSG00000215114	10	ENSP00000382507	UBXN2B	HGNC:27035	Q14CS0
53820	ENSG00000110244	7	ENSP00000350425	APOA4	HGNC:602	P06727
53833	ENSG00000100065	15	ENSP00000251973	CARD10	HGNC:16422	Q9BWT7
53836	ENSG00000130957	5	ENSP00000364486	FBP2	HGNC:3607	O00757
53842	ENSG00000137575	12	ENSP00000260130	SDCBP	HGNC:10662	O00560
53851	ENSG00000188467	11	ENSP00000341550	SLC24A5	HGNC:20611	Q71RS6
53886	ENSG00000104964	15	ENSP00000221561	TLE5	HGNC:307	Q08117
53890	ENSG00000105369	10	ENSP00000221972	CD79A	HGNC:1698	P11912
53921	ENSG00000054392	13	ENSP00000261458	HHAT	HGNC:18270	Q5VTY9
53942	ENSG00000162924	16	ENSP00000377989	REL	HGNC:9954	Q04864
53964	ENSG00000008441	19	ENSP00000467785	NFIX	HGNC:7788	Q14938
53965	ENSG00000099956	20	ENSP00000383984	SMARCB1	HGNC:11103	Q12824
53991	ENSG00000239886	5	ENSP00000366950	KRTAP9-2	HGNC:16926	Q9BYQ4
54043	ENSG00000172782	13	ENSP00000481684	FADS6	HGNC:30459	Q8N9I5
54046	ENSG00000119326	15	ENSP00000320434	CTNNAL1	HGNC:2512	Q9UBT7
54054	ENSG00000196437	12	ENSP00000375993	ZNF569	HGNC:24737	Q5MCW4
54082	ENSG00000105618	14	ENSP00000324122	PRPF31	HGNC:15446	Q8WWY3
54097	ENSG00000130700	7	ENSP00000252997	GATA5	HGNC:15802	Q9BWX5
54139	ENSG00000186838	15	ENSP00000333956	SELENOV	HGNC:30399	P59797
54148	ENSG00000147044	23	ENSP00000495291	CASK	HGNC:1497	O14936
54167	ENSG00000048392	13	ENSP00000251810	RRM2B	HGNC:17296	Q7LG56
54175	ENSG00000122859	5	ENSP00000242462	NEUROG3	HGNC:13806	Q9Y4Z2
54230	ENSG00000135517	9	ENSP00000498622	MIP	HGNC:7103	P30301
54271	ENSG00000115593	15	ENSP00000393453	SMYD1	HGNC:20986	Q8NB12
54276	ENSG00000101200	5	ENSP00000369647	AVP	HGNC:894	P01185
54296	ENSG00000171401	15	ENSP00000246635	KRT13	HGNC:6415	P13646
54308	ENSG00000057294	17	ENSP00000342800	PKP2	HGNC:9024	Q99959
54326	ENSG00000158813	18	ENSP00000363680	EDA	HGNC:3157	Q92838
54341	ENSG00000070159	14	ENSP00000363667	PTPN3	HGNC:9655	P26045
54354	ENSG00000212721	4	ENSP00000375232	KRTAP4-11	HGNC:18911	Q9BYQ6
54355	ENSG00000108001	16	ENSP00000357637	EBF3	HGNC:19087	Q9H4W6
54364	ENSG00000168412	7	ENSP00000302811	MTNR1A	HGNC:7463	P48039
54426	ENSG00000198466	12	ENSP00000345479	ZNF587	HGNC:30955	Q96SQ5
54459	ENSG00000181481	14	ENSP00000328340	RNF135	HGNC:21158	Q8IUD6
54484	ENSG00000102879	17	ENSP00000219150	CORO1A	HGNC:2252	P31146
54625	ENSG00000112624	13	ENSP00000313933	BICRAL	HGNC:21111	Q6AI39
54647	ENSG00000009790	15	ENSP00000355992	TRAF3IP3	HGNC:30766	Q9Y228
54667	ENSG00000183640	6	ENSP00000332805	KRTAP8-1	HGNC:18935	Q8IUC2
54668	ENSG00000204889	11	ENSP00000366984	KRT40	HGNC:26707	Q6A162
54690	ENSG00000130950	15	ENSP00000253262	NUTM2F	HGNC:23450	A1L443
54692	ENSG00000290292	10	ENSP00000350049	HOMEZ	HGNC:20164	Q8IX15
54699	ENSG00000184033	14	ENSP00000332602	CTAG1B	HGNC:2491	P78358
54736	ENSG00000198218	12	ENSP00000378830	QRICH1	HGNC:24713	Q2TAL8
54741	ENSG00000126945	9	ENSP00000361927	HNRNPH2	HGNC:5042	P55795
54777	ENSG00000189057	11	ENSP00000341565	FAM111B	HGNC:24200	Q6SJ93
54784	ENSG00000084734	9	ENSP00000264717	GCKR	HGNC:4196	Q14397
54816	ENSG00000113318	11	ENSP00000265081	MSH3	HGNC:7326	P20585
54835	ENSG00000138081	22	ENSP00000385398	FBXO11	HGNC:13590	Q86XK2
54847	ENSG00000123500	10	ENSP00000498802	COL10A1	HGNC:2185	Q03692
54855	ENSG00000187223	4	ENSP00000357773	LCE2D	HGNC:16518	Q5TA82
54869	ENSG00000182591	6	ENSP00000330720	KRTAP11-1	HGNC:18922	Q8IUC1
54901	ENSG00000186628	12	ENSP00000335651	FSD2	HGNC:18024	A1L4K1
54914	ENSG00000198650	11	ENSP00000348234	TAT	HGNC:11573	P17735
54957	ENSG00000166348	20	ENSP00000505692	USP54	HGNC:23513	Q70EL1
54965	ENSG00000183783	7	ENSP00000353129	KCTD8	HGNC:22394	Q6ZWB6
55014	ENSG00000012779	12	ENSP00000363512	ALOX5	HGNC:435	P09917
55026	ENSG00000112837	17	ENSP00000358677	TBX18	HGNC:11595	O95935
55030	ENSG00000196792	12	ENSP00000347909	STRN3	HGNC:15720	Q13033
55045	ENSG00000131061	15	ENSP00000364346	ZNF341	HGNC:15992	Q9BYN7
55128	ENSG00000136492	10	ENSP00000259008	BRIP1	HGNC:20473	Q9BX63
55150	ENSG00000119684	16	ENSP00000370355	MLH3	HGNC:7128	Q9UHC1
55162	ENSG00000151849	16	ENSP00000371308	CENPJ	HGNC:17272	Q9HC77
55222	ENSG00000163817	17	ENSP00000346298	SLC6A20	HGNC:30927	Q9NP91
55237	ENSG00000264343	7	ENSP00000354929	NOTCH2NLA	HGNC:31862	Q7Z3S9
55246	ENSG00000100504	17	ENSP00000216392	PYGL	HGNC:9725	P06737
55247	ENSG00000089127	15	ENSP00000415721	OAS1	HGNC:8086	P00973
